Ticker, Price, Sector, Industry
ABEO, 2.6700, Healthcare, Biotechnology
ABIO, 4.7600, Healthcare, Biotechnology
ABUS, 4.2900, Healthcare, Biotechnology
ACER, 4.0500, Healthcare, Biotechnology
ACIU, 6.82, Healthcare, Biotechnology
ACOR, 7.36, Healthcare, Biotechnology
ACRX, 2.3500, Healthcare, Drug Manufacturers—Specialty & Generic
ACTG, 7.16, Industrials, Specialty Business Services
ADAP, 6.26, Healthcare, Biotechnology
ADMA, 2.6300, Healthcare, Biotechnology
ADMP, 1.3000, Healthcare, Drug Manufacturers—Specialty & Generic
ADMS, 6.00, Healthcare, Drug Manufacturers—Specialty & Generic
ADTX, 3.4500, Healthcare, Biotechnology
AEZS, 1.1800, Healthcare, Biotechnology
AFMD, 5.99, Healthcare, Biotechnology
AGEN, 5.18, Healthcare, Biotechnology
AGFS, 2.2800, Consumer Defensive, Farm Products
AGLE, 7.72, Healthcare, Biotechnology
AGRX, 3.0000, Healthcare, Drug Manufacturers—Specialty & Generic
AGTC, 5.35, Healthcare, Biotechnology
AKBA, 4.57, Healthcare, Biotechnology
ALSK, 3.2800, Communication Services, Telecom Services
ALTO, 7.90, Energy, Oil & Gas Refining & Marketing
AMRN, 8.50, Healthcare, Biotechnology
AMTX, 7.59, Energy, Oil & Gas Refining & Marketing
ANTE, 3.5000, Communication Services, Telecom Services
APTO, 4.5400, Healthcare, Biotechnology
APTX, 3.9700, Healthcare, Biotechnology
AQB, 9.78, Consumer Defensive, Farm Products
AQMS, 6.08, Industrials, Waste Management
AQST, 6.20, Healthcare, Biotechnology
ARDX, 7.31, Healthcare, Biotechnology
ARLP, 6.31, Energy, Thermal Coal
ASMB, 6.28, Healthcare, Biotechnology
ASRT, 0.8797, Healthcare, Drug Manufacturers—Specialty & Generic
ASRV, 3.8600, Financial Services, Banks—Regional
ASUR, 9.15, Technology, Software—Application
ASYS, 7.96, Technology, Semiconductor Equipment & Materials
ATAX, 4.6000, Financial Services, Mortgage Finance
ATHX, 2.7500, Healthcare, Biotechnology
ATOS, 4.0000, Healthcare, Biotechnology
ATRS, 4.7400, Healthcare, Medical Instruments & Supplies
AUTO, 3.3200, Communication Services, Internet Content & Information
AVCT, 8.37, Technology, Information Technology Services
AVDL, 8.95, Healthcare, Drug Manufacturers—Specialty & Generic
AVEO, 9.25, Healthcare, Biotechnology
AWH, 8.09, Healthcare, Diagnostics & Research
AWRE, 4.99, Technology, Software—Application
AXAS, 3.6250, Energy, Oil & Gas E&P
AYRO, 7.35, Consumer Cyclical, Auto Manufacturers
BCLI, 7.32, Healthcare, Biotechnology
BCRX, 9.99, Healthcare, Biotechnology
BDSI, 4.1900, Healthcare, Biotechnology
BGCP, 4.0795, Financial Services, Capital Markets
BIOC, 7.38, Healthcare, Diagnostics & Research
BKCC, 3.4000, Financial Services, Asset Management
BKEP, 2.0900, Energy, Oil & Gas Midstream
BMRA, 7.63, Healthcare, Diagnostics & Research
BRY, 4.3600, Energy, Oil & Gas E&P
BSGM, 5.09, Healthcare, Medical Devices
BSQR, 4.26, Technology, Software—Application
BXRX, 1.7700, Healthcare, Biotechnology
CAAS, 6.77, Consumer Cyclical, Auto Parts
CALA, 3.1900, Healthcare, Biotechnology
CAN, 6.91, Technology, Computer Hardware
CAPR, 6.89, Healthcare, Biotechnology
CASA, 8.34, Technology, Communication Equipment
CATB, 3.3100, Healthcare, Biotechnology
CBAT, 7.78, Industrials, Electrical Equipment & Parts
CBAY, 6.09, Healthcare, Biotechnology
CBIO, 5.95, Healthcare, Biotechnology
CCLP, 1.6900, Energy, Oil & Gas Equipment & Services
CCRN, 9.43, Industrials, Staffing & Employment Services
CDEV, 3.4500, Energy, Oil & Gas E&P
CDTX, 2.5500, Healthcare, Biotechnology
CDXC, 5.27, Healthcare, Biotechnology
CECE, 7.19, Industrials, Pollution & Treatment Controls
CEMI, 7.77, Healthcare, Diagnostics & Research
CERC, 3.4300, Healthcare, Biotechnology
CERS, 7.65, Healthcare, Biotechnology
CFRX, 5.19, Healthcare, Biotechnology
CHMA, 4.4653, Healthcare, Biotechnology
CLBS, 2.2700, Healthcare, Biotechnology
CLIR, 4.5300, Industrials, Pollution & Treatment Controls
CLMT, 3.9000, Energy, Oil & Gas E&P
CLSD, 3.4700, Healthcare, Biotechnology
CLSN, 1.9300, Healthcare, Biotechnology
CLVS, 9.35, Healthcare, Biotechnology
CMRX, 9.95, Healthcare, Biotechnology
CNCE, 6.99, Healthcare, Biotechnology
CNDT, 5.20, Technology, Information Technology Services
CNET, 2.9400, Communication Services, Advertising Agencies
CNSL, 5.96, Communication Services, Telecom Services
CNTY, 8.63, Consumer Cyclical, Resorts & Casinos
CPLP, 9.92, Industrials, Marine Shipping
CPRX, 4.4200, Healthcare, Biotechnology
CPSS, 4.2300, Financial Services, Credit Services
CRBP, 2.6400, Healthcare, Biotechnology
CRESY, 5.12, Industrials, Conglomerates
CRNT, 4.83, Technology, Communication Equipment
CRVS, 4.1000, Healthcare, Biotechnology
CRWS, 8.00, Consumer Cyclical, Textile Manufacturing
CTG, 6.67, Technology, Information Technology Services
CTIC, 3.9400, Healthcare, Biotechnology
CTMX, 8.25, Healthcare, Biotechnology
CVGI, 9.32, Consumer Cyclical, Auto Parts
CXDC, 1.1400, Consumer Cyclical, Auto Parts
CYCN, 4.5200, Healthcare, Biotechnology
DAKT, 5.28, Technology, Computer Hardware
DBVT, 5.91, Healthcare, Biotechnology
DGLY, 2.7100, Industrials, Security & Protection Services
DHC, 4.4600, Real Estate, REIT—Healthcare Facilities
DRRX, 2.5300, Healthcare, Drug Manufacturers—Specialty & Generic
DSKE, 5.65, Industrials, Trucking
DTEA, 5.0200, Consumer Defensive, Packaged Foods
DVAX, 9.73, Healthcare, Biotechnology
DXYN, 4.4000, Consumer Cyclical, Textile Manufacturing
DYAI, 6.06, Healthcare, Biotechnology
EDAP, 8.64, Healthcare, Medical Devices
EIGI, 9.48, Technology, Software—Application
EMKR, 6.17, Technology, Semiconductors
ENDP, 8.95, Healthcare, Drug Manufacturers—Specialty & Generic
ENG, 7.25, Industrials, Engineering & Construction
EOLS, 6.99, Healthcare, Drug Manufacturers—Specialty & Generic
EVFM, 3.4800, Healthcare, Biotechnology
EVGN, 8.32, Healthcare, Biotechnology
EVOK, 3.0500, Healthcare, Drug Manufacturers—Specialty & Generic
EXTR, 9.35, Technology, Communication Equipment
EYEN, 6.54, Healthcare, Biotechnology
EZPW, 5.20, Financial Services, Credit Services
FCRD, 3.8200, Financial Services, Asset Management
FENC, 8.19, Healthcare, Biotechnology
FLDM, 7.16, Healthcare, Diagnostics & Research
FLMN, 3.7400, Energy, Oil & Gas E&P
FLNT, 7.15, Communication Services, Advertising Agencies
FNHC, 6.25, Financial Services, Insurance—Property & Casualty
FRBK, 3.3500, Financial Services, Banks—Regional
FRSX, 9.25, Consumer Cyclical, Auto Parts
FTEK, 5.39, Industrials, Pollution & Treatment Controls
FTFT, 6.12, Technology, Software—Application
GAIA, 9.82, Communication Services, Internet Content & Information
GALT, 2.3600, Healthcare, Biotechnology
GASS, 2.7700, Industrials, Marine Shipping
GENE, 4.51, Healthcare, Diagnostics & Research
GEOS, 9.05, Energy, Oil & Gas Equipment & Services
GERN, 2.0000, Healthcare, Biotechnology
GFN, 8.60, Industrials, Rental & Leasing Services
GGAL, 8.32, Financial Services, Banks—Regional
GIFI, 4.0600, Energy, Oil & Gas Equipment & Services
GLAD, 9.98, Financial Services, Asset Management
GLMD, 4.6300, Healthcare, Biotechnology
GLRE, 7.86, Financial Services, Insurance—Reinsurance
GLUU, 9.36, Communication Services, Electronic Gaming & Multimedia
GLYC, 4.0900, Healthcare, Biotechnology
GMBL, 8.41, Consumer Cyclical, Gambling
GMLP, 3.4600, Energy, Oil & Gas Midstream
GNCA, 3.2500, Healthcare, Biotechnology
GNPX, 6.43, Healthcare, Biotechnology
GNSS, 7.90, Technology, Scientific & Technical Instruments
GNUS, 1.9600, Communication Services, Entertainment
GOGL, 5.10, Industrials, Marine Shipping
GPRO, 8.53, Technology, Consumer Electronics
GROW, 6.91, Financial Services, Asset Management
GSIT, 7.37, Technology, Semiconductors
GSKY, 5.99, Technology, Software—Infrastructure
GSM, 3.4500, Basic Materials, Other Industrial Metals & Mining
GSUM, 1.8500, Technology, Software—Application
GTIM, 3.6400, Consumer Cyclical, Restaurants
HALL, 4.3300, Financial Services, Insurance—Property & Casualty
HBIO, 4.93, Healthcare, Medical Instruments & Supplies
HBP, 4.0000, Industrials, Industrial Distribution
HDSN, 1.5900, Basic Materials, Specialty Chemicals
HEPA, 2.3700, Healthcare, Biotechnology
HLIT, 7.67, Technology, Communication Equipment
HMHC, 5.74, Consumer Defensive, Education & Training Services
HROW, 9.97, Healthcare, Drug Manufacturers—Specialty & Generic
HTBK, 9.30, Financial Services, Banks—Regional
HTGM, 6.68, Healthcare, Diagnostics & Research
HUGE, 2.2500, Healthcare, Drug Manufacturers—Specialty & Generic
HWCC, 3.8800, Industrials, Industrial Distribution
ICMB, 5.10, Financial Services, Asset Management
ICON, 2.9100, Consumer Cyclical, Apparel Manufacturing
IDEX, 5.05, Technology, Software—Application
IDRA, 5.39, Healthcare, Biotechnology
IFRX, 5.82, Healthcare, Biotechnology
IMGN, 7.80, Healthcare, Biotechnology
IMV, 4.4200, Healthcare, Biotechnology
INFI, 4.44, Healthcare, Biotechnology
INOD, 6.70, Technology, Information Technology Services
INVE, 9.81, Technology, Computer Hardware
ISEE, 5.66, Healthcare, Biotechnology
ISIG, 8.31, Communication Services, Advertising Agencies
ITI, 6.00, Technology, Communication Equipment
IVAC, 6.79, Industrials, Aerospace & Defense
JAGX, 2.7700, Healthcare, Biotechnology
JG, 5.72, Technology, Software—Application
KALA, 9.92, Healthcare, Biotechnology
KDMN, 5.32, Healthcare, Biotechnology
KERN, 7.80, Healthcare, Health Information Services
KIN, 5.18, Healthcare, Drug Manufacturers—Specialty & Generic
KMDA, 7.44, Healthcare, Drug Manufacturers—Specialty & Generic
KMPH, 8.00, Healthcare, Biotechnology
KNDI, 8.93, Consumer Cyclical, Auto Parts
KOPN, 7.87, Technology, Electronic Components
KRMD, 4.3700, Healthcare, Medical Instruments & Supplies
KTCC, 9.38, Technology, Computer Hardware
KXIN, 3.8900, Consumer Cyclical, Auto & Truck Dealerships
KZR, 5.35, Healthcare, Biotechnology
LFVN, 9.68, Consumer Defensive, Packaged Foods
LINC, 6.30, Consumer Defensive, Education & Training Services
LIVX, 4.4440, Communication Services, Entertainment
LJPC, 7.19, Healthcare, Biotechnology
LLNW, 4.5200, Technology, Software—Infrastructure
LOTZ, 9.65, Consumer Cyclical, Auto & Truck Dealerships
LPCN, 1.9000, Healthcare, Biotechnology
LQDA, 3.2200, Healthcare, Biotechnology
LTRPA, 5.09, Communication Services, Internet Content & Information
LXRX, 8.75, Healthcare, Biotechnology
MACK, 7.46, Healthcare, Biotechnology
MAGS, 5.30, Industrials, Security & Protection Services
MARK, 4.4600, Communication Services, Internet Content & Information
MBIO, 4.7000, Healthcare, Biotechnology
MCBC, 8.65, Financial Services, Banks—Regional
MDCA, 3.3200, Communication Services, Advertising Agencies
MEIP, 3.8600, Healthcare, Biotechnology
MESA, 7.11, Industrials, Airlines
MESO, 9.88, Healthcare, Biotechnology
MFIN, 6.68, Financial Services, Credit Services
MGI, 8.81, Financial Services, Credit Services
MGTA, 9.83, Healthcare, Biotechnology
MHLD, 2.5000, Financial Services, Insurance—Reinsurance
MIND, 2.2700, Technology, Scientific & Technical Instruments
MIST, 8.25, Healthcare, Biotechnology
MLND, 2.3500, Healthcare, Biotechnology
MMLP, 1.9100, Energy, Oil & Gas Midstream
MNKD, 5.03, Healthcare, Biotechnology
MNOV, 6.60, Healthcare, Biotechnology
MNTX, 6.22, Industrials, Farm & Heavy Construction Machinery
MRCC, 8.77, Financial Services, Mortgage Finance
MRKR, 2.2700, Healthcare, Biotechnology
NBEV, 3.6900, Consumer Defensive, Beverages—Non-Alcoholic
NBRV, 2.9900, Healthcare, Biotechnology
NCMI, 4.3500, Communication Services, Advertising Agencies
NDLS, 8.90, Consumer Cyclical, Restaurants
NEOS, 0.9345, Healthcare, Drug Manufacturers—Specialty & Generic
NEPT, 2.3400, Healthcare, Drug Manufacturers—Specialty & Generic
NERV, 3.4000, Healthcare, Biotechnology
NH, 4.6300, Healthcare, Health Information Services
NHTC, 6.62, Consumer Cyclical, Internet Retail
NMRK, 8.05, Real Estate, Real Estate Services
NMTR, 1.8100, Healthcare, Biotechnology
NNBR, 7.09, Industrials, Conglomerates
NTEC, 5.12, Healthcare, Biotechnology
NTWK, 4.5000, Technology, Software—Application
NXTD, 1.6300, Industrials, Security & Protection Services
NYMT, 4.0300, Real Estate, REIT—Mortgage
NYMX, 3.0300, Healthcare, Biotechnology
OBSV, 3.9000, Healthcare, Biotechnology
OCSL, 6.01, Financial Services, Credit Services
OEG, 8.84, Utilities, Utilities—Diversified
OGI, 2.5400, Healthcare, Drug Manufacturers—Specialty & Generic
OMEX, 7.95, Industrials, Specialty Business Services
OPK, 5.40, Healthcare, Diagnostics & Research
OPRA, 9.34, Technology, Software—Infrastructure
OPTT, 4.9200, Industrials, Electrical Equipment & Parts
ORBC, 8.55, Communication Services, Telecom Services
