Ticker, Price, Sector, Industry
PTMN, 2.0100, , 
SRET, 9.20, , 
CNET, 2.9400, Communication Services, Advertising Agencies
FLNT, 7.15, Communication Services, Advertising Agencies
ISIG, 8.31, Communication Services, Advertising Agencies
MDCA, 3.3200, Communication Services, Advertising Agencies
NCMI, 4.3500, Communication Services, Advertising Agencies
SCOR, 4.2900, Communication Services, Advertising Agencies
SRAX, 4.77, Communication Services, Advertising Agencies
XNET, 5.87, Communication Services, Advertising Agencies
IVAC, 6.79, Industrials, Aerospace & Defense
RKDA, 3.2500, Basic Materials, Agricultural Inputs
MESA, 7.11, Industrials, Airlines
ICON, 2.9100, Consumer Cyclical, Apparel Manufacturing
BKCC, 3.4000, Financial Services, Asset Management
FCRD, 3.8200, Financial Services, Asset Management
GLAD, 9.98, Financial Services, Asset Management
GROW, 6.91, Financial Services, Asset Management
ICMB, 5.10, Financial Services, Asset Management
OXSQ, 3.9200, Financial Services, Asset Management
PNNT, 5.75, Financial Services, Asset Management
PSEC, 6.83, Financial Services, Asset Management
SVVC, 6.40, Financial Services, Asset Management
TURN, 6.90, Financial Services, Asset Management
WETF, 5.49, Financial Services, Asset Management
KXIN, 3.8900, Consumer Cyclical, Auto & Truck Dealerships
LOTZ, 9.65, Consumer Cyclical, Auto & Truck Dealerships
AYRO, 7.35, Consumer Cyclical, Auto Manufacturers
SOLO, 8.82, Consumer Cyclical, Auto Manufacturers
CAAS, 6.77, Consumer Cyclical, Auto Parts
CVGI, 9.32, Consumer Cyclical, Auto Parts
CXDC, 1.1400, Consumer Cyclical, Auto Parts
FRSX, 9.25, Consumer Cyclical, Auto Parts
KNDI, 8.93, Consumer Cyclical, Auto Parts
ASRV, 3.8600, Financial Services, Banks—Regional
FRBK, 3.3500, Financial Services, Banks—Regional
GGAL, 8.32, Financial Services, Banks—Regional
HTBK, 9.30, Financial Services, Banks—Regional
MCBC, 8.65, Financial Services, Banks—Regional
RVSB, 5.62, Financial Services, Banks—Regional
TRST, 6.55, Financial Services, Banks—Regional
WNEB, 7.16, Financial Services, Banks—Regional
NBEV, 3.6900, Consumer Defensive, Beverages—Non-Alcoholic
REED, 1.0800, Consumer Defensive, Beverages—Non-Alcoholic
ABEO, 2.6700, Healthcare, Biotechnology
ABIO, 4.7600, Healthcare, Biotechnology
ABUS, 4.2900, Healthcare, Biotechnology
ACER, 4.0500, Healthcare, Biotechnology
ACIU, 6.82, Healthcare, Biotechnology
ACOR, 7.36, Healthcare, Biotechnology
ADAP, 6.26, Healthcare, Biotechnology
ADMA, 2.6300, Healthcare, Biotechnology
ADTX, 3.4500, Healthcare, Biotechnology
AEZS, 1.1800, Healthcare, Biotechnology
AFMD, 5.99, Healthcare, Biotechnology
AGEN, 5.18, Healthcare, Biotechnology
AGLE, 7.72, Healthcare, Biotechnology
AGTC, 5.35, Healthcare, Biotechnology
AKBA, 4.57, Healthcare, Biotechnology
AMRN, 8.50, Healthcare, Biotechnology
APTO, 4.5400, Healthcare, Biotechnology
APTX, 3.9700, Healthcare, Biotechnology
AQST, 6.20, Healthcare, Biotechnology
ARDX, 7.31, Healthcare, Biotechnology
ASMB, 6.28, Healthcare, Biotechnology
ATHX, 2.7500, Healthcare, Biotechnology
ATOS, 4.0000, Healthcare, Biotechnology
AVEO, 9.25, Healthcare, Biotechnology
BCLI, 7.32, Healthcare, Biotechnology
BCRX, 9.99, Healthcare, Biotechnology
BDSI, 4.1900, Healthcare, Biotechnology
BXRX, 1.7700, Healthcare, Biotechnology
CALA, 3.1900, Healthcare, Biotechnology
CAPR, 6.89, Healthcare, Biotechnology
CATB, 3.3100, Healthcare, Biotechnology
CBAY, 6.09, Healthcare, Biotechnology
CBIO, 5.95, Healthcare, Biotechnology
CDTX, 2.5500, Healthcare, Biotechnology
CDXC, 5.27, Healthcare, Biotechnology
CERC, 3.4300, Healthcare, Biotechnology
CERS, 7.65, Healthcare, Biotechnology
CFRX, 5.19, Healthcare, Biotechnology
CHMA, 4.4653, Healthcare, Biotechnology
CLBS, 2.2700, Healthcare, Biotechnology
CLSD, 3.4700, Healthcare, Biotechnology
CLSN, 1.9300, Healthcare, Biotechnology
CLVS, 9.35, Healthcare, Biotechnology
CMRX, 9.95, Healthcare, Biotechnology
CNCE, 6.99, Healthcare, Biotechnology
CPRX, 4.4200, Healthcare, Biotechnology
CRBP, 2.6400, Healthcare, Biotechnology
CRVS, 4.1000, Healthcare, Biotechnology
CTIC, 3.9400, Healthcare, Biotechnology
CTMX, 8.25, Healthcare, Biotechnology
CYCN, 4.5200, Healthcare, Biotechnology
DBVT, 5.91, Healthcare, Biotechnology
DVAX, 9.73, Healthcare, Biotechnology
DYAI, 6.06, Healthcare, Biotechnology
EVFM, 3.4800, Healthcare, Biotechnology
EVGN, 8.32, Healthcare, Biotechnology
EYEN, 6.54, Healthcare, Biotechnology
FENC, 8.19, Healthcare, Biotechnology
GALT, 2.3600, Healthcare, Biotechnology
GERN, 2.0000, Healthcare, Biotechnology
GLMD, 4.6300, Healthcare, Biotechnology
GLYC, 4.0900, Healthcare, Biotechnology
GNCA, 3.2500, Healthcare, Biotechnology
GNPX, 6.43, Healthcare, Biotechnology
HEPA, 2.3700, Healthcare, Biotechnology
IDRA, 5.39, Healthcare, Biotechnology
IFRX, 5.82, Healthcare, Biotechnology
IMGN, 7.80, Healthcare, Biotechnology
IMV, 4.4200, Healthcare, Biotechnology
INFI, 4.44, Healthcare, Biotechnology
ISEE, 5.66, Healthcare, Biotechnology
JAGX, 2.7700, Healthcare, Biotechnology
KALA, 9.92, Healthcare, Biotechnology
KDMN, 5.32, Healthcare, Biotechnology
KMPH, 8.00, Healthcare, Biotechnology
KZR, 5.35, Healthcare, Biotechnology
LJPC, 7.19, Healthcare, Biotechnology
LPCN, 1.9000, Healthcare, Biotechnology
LQDA, 3.2200, Healthcare, Biotechnology
LXRX, 8.75, Healthcare, Biotechnology
MACK, 7.46, Healthcare, Biotechnology
MBIO, 4.7000, Healthcare, Biotechnology
MEIP, 3.8600, Healthcare, Biotechnology
MESO, 9.88, Healthcare, Biotechnology
MGTA, 9.83, Healthcare, Biotechnology
MIST, 8.25, Healthcare, Biotechnology
MLND, 2.3500, Healthcare, Biotechnology
MNKD, 5.03, Healthcare, Biotechnology
MNOV, 6.60, Healthcare, Biotechnology
MRKR, 2.2700, Healthcare, Biotechnology
NBRV, 2.9900, Healthcare, Biotechnology
NERV, 3.4000, Healthcare, Biotechnology
NMTR, 1.8100, Healthcare, Biotechnology
NTEC, 5.12, Healthcare, Biotechnology
NYMX, 3.0300, Healthcare, Biotechnology
OBSV, 3.9000, Healthcare, Biotechnology
ORTX, 7.74, Healthcare, Biotechnology
OTIC, 5.57, Healthcare, Biotechnology
OVID, 3.2470, Healthcare, Biotechnology
PGEN, 8.16, Healthcare, Biotechnology
PHAS, 4.3500, Healthcare, Biotechnology
PIRS, 2.8800, Healthcare, Biotechnology
PROG, 6.01, Healthcare, Biotechnology
PRQR, 5.07, Healthcare, Biotechnology
PRTK, 8.05, Healthcare, Biotechnology
PSTI, 6.99, Healthcare, Biotechnology
PSTX, 9.28, Healthcare, Biotechnology
PTE, 1.2300, Healthcare, Biotechnology
QLGN, 4.1400, Healthcare, Biotechnology
RGLS, 1.6000, Healthcare, Biotechnology
RIGL, 4.8000, Healthcare, Biotechnology
SBBP, 3.1000, Healthcare, Biotechnology
SELB, 5.1400, Healthcare, Biotechnology
SESN, 2.4100, Healthcare, Biotechnology
SIGA, 6.83, Healthcare, Biotechnology
SMMT, 9.41, Healthcare, Biotechnology
SNSS, 3.0700, Healthcare, Biotechnology
SPPI, 3.9700, Healthcare, Biotechnology
SVRA, 2.0000, Healthcare, Biotechnology
SYBX, 4.2400, Healthcare, Biotechnology
TLSA, 4.0800, Healthcare, Biotechnology
TRVN, 2.6600, Healthcare, Biotechnology
TTNP, 3.7500, Healthcare, Biotechnology
TYME, 2.4700, Healthcare, Biotechnology
UBX, 8.10, Healthcare, Biotechnology
VBIV, 3.8951, Healthcare, Biotechnology
VBLT, 2.5000, Healthcare, Biotechnology
VCNX, 3.1600, Healthcare, Biotechnology
VKTX, 9.67, Healthcare, Biotechnology
VRNA, 8.62, Healthcare, Biotechnology
VSTM, 2.3800, Healthcare, Biotechnology
VXRT, 8.12, Healthcare, Biotechnology
VYGR, 7.55, Healthcare, Biotechnology
XERS, 7.34, Healthcare, Biotechnology
ZIOP, 5.22, Healthcare, Biotechnology
SIRI, 6.14, Communication Services, Broadcasting
BGCP, 4.0795, Financial Services, Capital Markets
SIEB, 5.65, Financial Services, Capital Markets
CASA, 8.34, Technology, Communication Equipment
CRNT, 4.83, Technology, Communication Equipment
EXTR, 9.35, Technology, Communication Equipment
HLIT, 7.67, Technology, Communication Equipment
ITI, 6.00, Technology, Communication Equipment
PCTI, 8.41, Technology, Communication Equipment
PWFL, 7.98, Technology, Communication Equipment
UTSI, 2.0600, Technology, Communication Equipment
CAN, 6.91, Technology, Computer Hardware
DAKT, 5.28, Technology, Computer Hardware
INVE, 9.81, Technology, Computer Hardware
KTCC, 9.38, Technology, Computer Hardware
QMCO, 8.11, Technology, Computer Hardware
TACT, 8.62, Technology, Computer Hardware
CRESY, 5.12, Industrials, Conglomerates
NNBR, 7.09, Industrials, Conglomerates
STCN, 1.9300, Industrials, Conglomerates
GPRO, 8.53, Technology, Consumer Electronics
CPSS, 4.2300, Financial Services, Credit Services
EZPW, 5.20, Financial Services, Credit Services
MFIN, 6.68, Financial Services, Credit Services
MGI, 8.81, Financial Services, Credit Services
OCSL, 6.01, Financial Services, Credit Services
AWH, 8.09, Healthcare, Diagnostics & Research
BIOC, 7.38, Healthcare, Diagnostics & Research
BMRA, 7.63, Healthcare, Diagnostics & Research
CEMI, 7.77, Healthcare, Diagnostics & Research
